Brand,Name,Estate,District,Elevation MASL,Source Classification,Varietals,Fermentation,Process,Roast,Flavour Profile,Notes,Price/100 gms,Link,Sample Pack
Naivo,Dragon Jam,Kolli Beri Estate,"Chikkamagaluru, Karnataka",1032-1112,Single Estate,"Chandragiri SLN - 13, SLN - 6, SLN - 9, SLN - 795",Anaerobic,Natural,Omni Roast,Barbados Cherry • Dragon Fruit • Jamun • Mixed Fruit Jam •,"Post-fermentation, drying was carried out in two stages: seven days under shade, followed by 21 days in the sun, with protection from direct exposure during the peak heat of the day. This careful sequence of fermentation and drying preserves fruit integrity, accentuates sweetness, and delivers a clean, complex expression of the anaerobic process.",₹266.00,LINK,No
Naivo,Maillard's Dream,Kerehaklu Estate,"Chikkamagaluru, Karnataka",1200,Single Estate,Robusta TR9,Mosto,Natural,Omni Roast,Butter Cookies • Cashew • Malt • Pastry,TR9 Robusta cherries underwent a mosto-cultured natural fermentation designed to intensify sweetness and complexity. Mosto — a fermentation starter derived from previous coffee fermentations — was introduced in sealed drums and allowed to ferment under anoxic conditions for 62 hours.,₹262.00,LINK,No
Naivo,Dunduga Estate Naturals,Dunduga Estate,"Chikkamagaluru, Karnataka",1010,Single Estate,Chandragiri SLN - 13,,Natural,Omni Roast,Passion Fruit • Pistachio • Tutti Fruity,,₹260.00,LINK,No
Naivo,Unakki Dark Honey,Unnaki Estate,"Chikkamagaluru, Karnataka",1130-1370,Single Estate,Chandragiri SLN - 13,,Honey,Medium Dark,Dried Berries • Lychee • Stone Fruit,"Initially, only the ripest cherries are carefully selected for harvest. These cherries are then packed for a day in vacuum bags, allowing controlled fermentation that enhances their intrinsic flavors. Following this step, the cherries are pulped without the addition of water, preserving the natural sugars and mucilage around the beans. The beans then undergo a drying process lasting 9-10 days, where they are sun-dried to develop a rich and complex profile.",₹258.00,LINK,No
Naivo,Ratnagiri Estate Estate - Double Washed Classic,Ratnagiri Estate,"Chikkamagaluru, Karnataka",1300,Single Estate,SLN - 9,,Washed,Omni Roast,Citrus Blossom • Licorice • Roasted Pecan • Tea Rose,"Ripe cherries were pulped to remove skin and pulp, leaving beans with mucilage intact. The first fermentation began, breaking down mucilage before the beans were thoroughly washed. A second controlled fermentation followed, ensuring every remaining layer was dissolved. After another wash, the parchment was left clean. Finally, the produce was dried slowly on raised beds under the mountain sun until moisture stabilized. The double washed method delivers a cup that is bold, clean, and juicy.",₹258.00,LINK,No
Naivo,Attikan White Mist,Attikan Estate,"Chamrajanagar, Karnataka",1650,Single Estate,SLN - 9,,Washed,Medium Dark,Baker's Chocolate • Cedar • Roasted Nuts,,₹252.00,LINK,No
Naivo,Dunduga Estate Washed,Dunduga Estate,"Chikkamagaluru, Karnataka",1010,Single Estate,Chandragiri SLN - 13,,Washed,Omni Roast,Black Pepper • Malt • Tobacco,,₹250.00,LINK,No
Naivo,Seethargundu Estate Washed,Seethargundu Estate,"Palakkad, Kerala",1070,Single Estate,SLN - 9,,Washed,Light,Orange Zest • Simple Syrup • Walnut,,₹246.00,LINK,No
Naivo,Unakki Dark Honey,Unnaki Estate,"Chikkamagaluru, Karnataka",1130-1370,Single Estate,Chandragiri SLN - 13,,Washed,Omni Roast,Apricot • Cane Sugar • Honey,,₹244.00,LINK,No
Naivo,Kolli Berri Washed,Kolli Beri Estate,"Chikkamagaluru, Karnataka",1032-1112,Single Estate,SLN - 795,,Washed,Omni Roast,Dark Chocolate • Malt • Prunes,,₹238.00,LINK,No
Naivo,Monsoon Malabar AA,,Karnataka,1000-1500,Blend,Various,,Monsooned,Omni Roast,Dark Chocolate,Monosooned for 12 to 16 weeks,₹236.00,LINK,No
Naivo,Balanoor Chandragiri Washed,Balanoor Estate,"Chikkamagaluru, Karnataka",1400,Single Estate,Chandragiri SLN - 13,,Washed,Light Medium,Almonds • Floral • Gooseberries,,₹234.00,LINK,No
Naivo,Bettadamalali Estate Washed,Bettadamalali Estate,"Chikkamagaluru, Karnataka",1350,Single Estate,SLN - 795,,Washed,Medium Dark,Cocoa • Honey • Roasted Nuts,,₹232.00,LINK,No
Naivo,The Nut Job – Mooleh Manay 120H Carbonic Naturals – Fine Robusta,Nakoor Village,"Kodagu, Karnataka",1000,Single Estate,Robusta CxR,Anaerobic Inoculation,Natural,Medium Dark,Cinnamon • Nerium • Pecan • Roasted Jackfruit Seed,,₹218.00,LINK,No
Naivo,Venkids Valley Washed - Robusta,Venkids Valley Estate,"Kodagu, Karnataka",1000,Single Estate,Old Peradeniya Robusta + Robusta CxR,,Washed,Omni Roast,Cardamom • Dark Chocolate • Nutmeg,,₹218.00,LINK,No
Naivo,Harley Kaapi Royale,Harley Estate,"Hassan, Karnataka",1130,Single Estate,Old Peradeniya Robusta,,Washed,Medium Dark,Caramel • Milk Chocolate • Sweet Cream,,₹212.00,LINK,No
Naivo,Sweet Illusions – BEWILD Permaculture 180H Anoxic Naturals – Fine Robusta,Poomale Estate,"Kodagu, Karnataka",1050,Single Estate,Old Peradeniya Robusta,Anaerobic Inoculation,Natural,Omni Roast,Champakalli • Cherry • Jasmine • Red Mace,,₹210.00,LINK,No
Naivo,Cashew & Barley Sugars,Kerehaklu Estate,"Chikkamagaluru, Karnataka",1200,Single Estate,Robusta CxR,Anaerobic Inoculation,Natural,Omni Roast,Barley Sugar • Ginger • Roasted Cashews • White Pepper,,₹204.00,LINK,No
Naivo,BEWILD Anoxic Naturals,Poomale Estate,"Kodagu, Karnataka",1050,Single Estate,Old Peradeniya Robusta,Anaerobic,Natural,Omni Roast,Clove • Jackfruit • Nutmeg,,₹188.00,LINK,No
Naivo,SKIA Red Honey - Fine Robusta,,"Kodagu, Karnataka",1010,,Robusta CxR,,Honey,Omni Roast,Chocolate Brownie • Cumin • Vanilla,,₹176.00,LINK,No
Quick Brown Fox,Attikan Estate Wild Gooseberry Honey,Attikan Estate,"Chamrajanagar, Karnataka",1400,Microlot,SLN - 795,Cofermentation,Honey,Light,Lemon Candy • Milk Chocolate • Orange Blossom,38 hours cofermentation with wild gooseberries in air-tight barrels,₹500.00,LINK,No
Quick Brown Fox,Salawara Estate CM Naturals,Salawara Estate,"Hassan, Karnataka",1130,Microlot,"Chandragiri SLN - 13, SLN - 795",Carbonic,Natural,Light,Green Apple • Pear • Warn Spice,72 hours Carbonic Maceration,₹500.00,LINK,No
Quick Brown Fox,Salawara Estate CM Intenso Natural,Salawara Estate,"Hassan, Karnataka",1130,Single Estate,SLN - 795,Carbonic Inoculation,Natural,Light,Green Apple • Mulberry • Tamarind,48 hours Carbonic Maceration with Intenso Yeast,₹500.00,LINK,No
Quick Brown Fox,Ratnagiri Estate Estate Bioreactor Thermal Shock Naturals,Ratnagiri Estate,"Chikkamagaluru, Karnataka",1300,Microlot,SLN - 9,Anaerobic Inoculation Thermal Shock,Natural,Light,Apricot • Plum • Raspberry,Bioreactor with Lab-Inoculated Microbes,₹500.00,LINK,No
Quick Brown Fox,Stanmore Estate Naturals,Stanmore,"Salem, Tamilnadu",1300,Microlot,SLN - 9,,Natural,Light,Honeysuckle • Huckleberry • Lemon Verbana,,₹500.00,LINK,No
Quick Brown Fox,Salawara Estate Yeast Anaerobic Natura;s,Salawara Estate,"Hassan, Karnataka",1130,Microlot,"Kent, SLN - 795",Anaerobic Inoculation,Natural,Medium Dark,Dried Fruit • Chocolate Fudge • Molasses,,₹500.00,LINK,No
Quick Brown Fox,Vontekad Estate,Vontekad Estate,"Chikkamagaluru, Karnataka",1460,Single Estate,SLN - 795,,Washed,Medium Dark,Dried Dates • Clementine • Milk Chocolate,,₹393.00,LINK,No
Quick Brown Fox,Attikan Estate Catimor,BR Hills,"Chamrajanagar, Karnataka",1600,,Catimor Arabica,Anaerobic Inoculation,Washed,Medium Dark,Brown Butter • Figs • Milk Chocolate • Pecan,,₹388.00,LINK,No
Quick Brown Fox,Badnekhan Estate Espresso Roast,Badnekhan Estate,"Chikkamagaluru, Karnataka",1400,Single Estate,Chandragiri SLN - 13,,Washed,Medium Dark,Hazelnut • Milk Chocolate • Toffee,,₹388.00,LINK,No
Quick Brown Fox,Middle Ground Espresso Blend,,,,Blend,"Chandragiri SLN - 13, SLN - 795",,Natural + Washed,,,,₹313.00,LINK,No
Reserved,Ratnagiri Estate Dark Room Honey,Ratnagiri Estate,"Chikkamagaluru, Karnataka",1300,Single Estate,Catuai,Anaerobic Inoculation Thermal Shock,Honey - Dark Room,Light,Jasmine • Musk Melon • Peach • Rambutan,,₹600.00,LINK,No
Reserved,Ratnagiri Estate Thermal Shock Washed,Ratnagiri Estate,"Chikkamagaluru, Karnataka",1300,Single Estate,SLN - 9,Anaerobic Inoculation Thermal Shock,Washed - Dark Room,Light,Blueberry • Honeysuckle • Macademia Nut • Pear,SCA Cup Score:89,₹600.00,LINK,No
Reserved,Ratnagiri Estate Hydro Honey,Ratnagiri Estate,"Chikkamagaluru, Karnataka",1300,Single Estate,SLN - 9,Hydro,Honey,Light,Dried Figs • Passionfruit • Soft Florals • Wildberries,,₹500.00,LINK,No
Reserved,Ratnagiri Estate Culture Naturals,Ratnagiri Estate,"Chikkamagaluru, Karnataka",1300,Single Estate,SLN - 9,Anaerobic Inoculation,Natural,Light,Cardamom • Honeysuckle • Lemon Candy • Mogra • Rose,,₹500.00,LINK,No
Reserved,Aruku Naturals,Dumriguda Collective,"Alluri Sitharama Raju, Andhra Pradesh",1150,Single Estate,SLN - 5B,,Natural,Light,Black Currant • Jasmine • Peach,,₹400.00,LINK,No
Roastery Coffee,Mooleh Manay Estate-Excelsa,Mooley Manay Estate,"Kodagu, Karnataka",1000,Single Estate,Excelsa aka Liberica,,Natural,Medium,Citrus • Dark Berries • Fruity,,₹380.00,LINK,No
Roastery Coffee,Ratnagiri Estate Estate Seraphine,Ratnagiri Estate,"Chikkamagaluru, Karnataka",1300,Single Estate,Catuai,Anaerobic Inoculation,Natural,Medium,Earl Grey • Jasmine • Lemongrass,,₹340.00,LINK,No
Roastery Coffee,Ratnagiri Estate Estate Amara Rose,Ratnagiri Estate,"Chikkamagaluru, Karnataka",1300,Single Estate,SLN - 7,Anaerobic Inoculation,Natural,Medium,Lychee • Orange Blossom • Rose,,₹340.00,LINK,No
Roastery Coffee,Baarbara Estate - Frozen Cherry,Baarbara Estate,"Chikkamagaluru, Karnataka",1400,Single Estate,SLN - 795,Frozen,Natural,Medium,Dates • Mango • Mixed Berries,,₹340.00,LINK,No
Roastery Coffee,Mooleh Manay Estate-SLN 795,Mooley Manay Estate,"Kodagu, Karnataka",1000,Single Estate,SLN - 795,Carbonic,Natural,Light Medium,Brown Sugar • Gren Grapes • Strawberry,,₹300.00,LINK,No
Roastery Coffee,Baarbara Estate - HSD,Baarbara Estate,"Chikkamagaluru, Karnataka",1400,Single Estate,SLN - 795,,Honey,Medium,Cacao • Orange • Sweet Lime,,₹288.00,LINK,No
Roastery Coffee,Baarbara Estate Pineapple,Baarbara Estate,"Chikkamagaluru, Karnataka",1400,Single Estate,SLN - 795,Cofermentation,,Medium,Dried Apricot • Honey • Pineapple,,₹288.00,LINK,No
Roastery Coffee,Monsoon Malabar,,"Chikkamagaluru, Karnataka",1200-1260,,SLN - 795,,Monsooned,Light,Nutty • Spices,,₹260.00,LINK,No
Roastery Coffee,Mandalkhan Estate,Mandalkhan Estate,"Chikkamagaluru, Karnataka",1340-1400,Single Estate,SLN - 795,,Washed,Medium,Caramel • Chocolate • Orange Berry,,₹260.00,LINK,No
Roastery Coffee,Cappucino Blend,,"Chikkamagaluru, Karnataka",1000-1300,Blend,Various,,Honey + Washed + Monsooned,Medium Dark,Cocoa • Jaggery • Milk Chocolate,,₹260.00,LINK,No
Roastery Coffee,Basan Khan Estate,Basankhan Estate,"Chikkamagaluru, Karnataka",1450,Single Estate,SLN - 795,,Washed,Medium,Caramel • Citrus • Gooseberry,,₹252.00,LINK,No
Roastery Coffee,Harley Estate Robusta,Harley Estate,"Hassan, Karnataka",1130,Single Estate,Old Peradeniya Robusta,Anaerobic Inoculation,Natural,Medium,Black Grapes • Mandarin Orange,,₹140.00,LINK,No
Rossette Coffee,Ratnagiri Estate Whiskey Barrel Aged Naturals,Ratnagiri Estate,"Chikkamagaluru, Karnataka",1300,Single Estate,Catuai,Anaerobic,Natural,Medium,Caramel • Cranberry • Plum Cake • Single Malt Whiskey,SCA Cup Score:87+,₹625.00,LINK,No
Rossette Coffee,Harley Whiskey Barrel Aged,Harley Estate,"Hassan, Karnataka",1130,Single Estate,SLN - 9,,Washed + Aged,Medium,Green Apple • Irsih Cream • Stone Fruit • Spice,SCA Cup Score:87+,₹625.00,LINK,No
Rossette Coffee,Harley Rum Aged,Harley Estate,"Hassan, Karnataka",1130,Single Estate,SLN - 9,,Washed + Aged,Medium,Bluebeery • Orange Bitters • Rums & Raisins,SCA Cup Score:87+,₹600.00,LINK,No
Rossette Coffee,Ratnagiri Estate Hydro Honey,Ratnagiri Estate,"Chikkamagaluru, Karnataka",1300,Single Estate,SLN - 9,Hydro,Honey,Light,Peach Fruit • Stone Fruit • Sugarcane,SCA Cup Score:86+,₹450.00,LINK,No
Rossette Coffee,Hardoor Estate,Hadoor,"Kodagu, Karnataka",1050,Single Estate,Chandragiri SLN - 13,,Washed,Medium,Brown Sugar • Floral Honey • Grapes • Raisin,,₹350.00,LINK,No
Rossette Coffee,Equinox,"Chikkamagaluru, Palani Hills","Chikkamagaluru, Karnataka | Salem, Tamilnadu",1650,Blend,Various,,Honey + Natural + Washed,Medium Dark,Chocolate • Dried Fruits • Hazelnut • Maple Syrup,,₹350.00,LINK,No
Rossette Coffee,Basankhan Fermented Washed,Basankhan Estate,"Chikkamagaluru, Karnataka",1450,Single Estate,SLN - 795,,Washed,Medium Dark,Cane Sugar • Cocoa • Prune • Tangerine,,₹350.00,LINK,No
Rossette Coffee,Monsoon Malabar AA,Chikkamagaluru,"Chikkamagaluru, Karnataka",1400,Blend,SLN - 795,,Monsooned,Medium,Baker's Chocolate • Roasted Walnuts,Monsooned for 3 months,₹325.00,LINK,No
Rossette Coffee,Midnight Blues,Chikkamagaluru,"Chikkamagaluru, Karnataka",1400,Blend,Various,,Natural + Washed,Dark,Cacao Nibs • Sweet Spice • Toasted Nuts,,₹300.00,LINK,No
Rossette Coffee,Wave,Chikkamagaluru,"Chikkamagaluru, Karnataka",1400,Blend,Various,,Natural + Washed,Medium Dark,Butter Biscuit • Caramel • Dark Chocolate,,₹300.00,LINK,No
Rossette Coffee,Robusta Kaapi Royale,Sethuraman Estate,"Chikkamagaluru, Karnataka",1000,Single Estate,Robusta CxR,,Washed,Medium Dark,Caramel • Cinnamon • Dark Chocolate • Nut • Tropical Fruits •,Double fermented,₹300.00,LINK,No
Rossette Coffee,Truffle Twilight,"Attikan Estate, Baarbara Estate","Chamrajnagar, Chikkamagaluru, Karnataka",1400,Blend,SLN - 795,,Washed,Medium Dark,Cacao • Caramel • Figs • Fudge Brownie,,₹300.00,LINK,No
Rossette Coffee,Robusta Kaapi Royale (Vienna),Sethuraman Estate,"Chikkamagaluru, Karnataka",1000,Single Estate,Robusta CxR,,Washed,Vienna Roast,Cacao Nibs • Roasted Almonds • Spice • Vanilla,,₹300.00,LINK,No
Rossette Coffee,Vienna Roast,Chikkamagaluru,"Chikkamagaluru, Karnataka",1400,Blend,SLN - 795,,Washed,Vienna Roast,Dark Chocolate,,₹300.00,LINK,No
Savorworks,Godfather,Riverdale Estate,"Salem, Tamilnadu",1450,Single Estate,Brown Tip Panama Geisha,Carbonic,,Light Medium,Dried Figs • Jasmine • Mango • Mulberry Jam • Nectar,"Cultivated at Riverdale Estate, the sun-grown Geisha coffee thrives at 1500 MAS","₹1,080.00",LINK,No
Savorworks,Phenom,Riverdale Estate,"Salem, Tamilnadu",1450,Single Estate,"SLN - 5B, SLN - 9",Cofermentation,Natural,Light Medium,Bergamot • Red Currant • Snake Fruit • Washinton Apple,Cofermented with Italian champagne,₹420.00,LINK,No
Savorworks,Red Globe Grape Maceration Coffee,Riverdale Estate,"Salem, Tamilnadu",1450,Single Estate,SLN - 9,Cofermentation,Natural,Medium,Banana • Gooseberry • Red Cherry • Red Grape,90 Hour cofermentation,₹420.00,LINK,No
Savorworks,Vienna Dark Roast,Riverdale Estate,"Salem, Tamilnadu",1450,Single Estate,Various,,Washed,Dark,Dark Chocolate • Raisin • Roasted Hazelnut,,₹252.00,LINK,No
Savorworks,Boss's Wife - House Blend,"Ratnagiri Estate Estate, Riverdale Estate","Chikkamagaluru, Karnataka | Salem, Tamilnadu",1350-1450,Blend,SLN - 9,Anaerobic,Honey + Washed,Medium,Dark Chocolate • Jaggery • Peach • Roasted Almond,,₹252.00,LINK,No
Savorworks,Riverdale,Riverdale Estate,"Salem, Tamilnadu",1450,Single Estate,SLN - 9,,Washed,Medium Dark,Dark Chocolate • Fig • Nougat • Toffee,,₹252.00,LINK,No
Seven Beans,Maley,,"Chikkamagaluru, Karnataka",1250,Blend,Various,,Monsooned,Medium Dark,Dark Chocolate • Malt,,₹240.00,LINK,No
Seven Beans,Mishta,,"Chikkamagaluru, Karnataka",1250,Blend,Various,,Honey + Washed + Monsooned,Medium,Blueberry • Burnt Caramel,,₹220.00,LINK,No
Seven Beans,100% Arabica,,"Chikkamagaluru, Karnataka",1250,,Arabica,,Washed,Medium,Citrus • Ginger,,₹220.00,LINK,No
Seven Beans,Nava,,"Chikkamagaluru, Karnataka",1250,Blend,Arabica Peaberry + Robusta,,Natural + Washed,Medium Dark,Dark Chocolate • Raisin • Roasted Almond,,₹220.00,LINK,No
Seven Beans,Urja,,"Chikkamagaluru, Karnataka",1250,Blend,Arabica + Robusta,,Honey + Natural + Washed,Medium,Dark Chocolate • Roasted Peanut,,₹190.00,LINK,No
Seven Beans,Eka,,"Chikkamagaluru, Karnataka",1250,Blend,Arabica + Robusta,,Honey + Natural + Washed,Medium Dark,Pepper • Walnuts,,₹180.00,LINK,No
Seven Beans,Woddae,,"Chikkamagaluru, Karnataka",1250,Blend,Arabica + Robusta,,,Medium Dark,,,₹156.00,LINK,No
Seven Beans,Spresso,,"Chikkamagaluru, Karnataka",1250,Blend,Arabica + Robusta,,,Medium Dark,,,₹156.00,LINK,No
Shodh,Summer Shade,PKC Kudiraipanjan Estate,"Salem, Tamilnadu",1400,Single Estate,"Catimor Arabica, SLN - 9",Cofermentation,Natural,Medium,Cocoa Nibs • Ripe Mango • Sugarcane,Sugarcane juice cofermentation,₹395.00,LINK,No
Shodh,Gentle Cups,Thogarihunkal,"Chikkamagaluru, Karnataka",1150,Single Estate,Chandragiri SLN - 13,,Honey,Omni Roast,Almonds • Berries • Dark Chocolate,,₹350.00,LINK,No
Siolim,Excelsa,Mooley Manay Estate,"Kodagu, Karnataka",1000,Single Estate,Excelsa aka Liberica,Anaerobic Inoculation,Natural,Light Medium,Jackfruit • Lychee • Ripe Banana,,₹800.00,LINK,No
Siolim,Whiskey Barrel Aged,Ratnagiri Estate,"Chikkamagaluru, Karnataka",1300,Single Estate,,,Natural + Aged,Medium,Caramel Chocolate • Malt • Mixed Berries,Whiskey Barrel Aged,₹600.00,LINK,No
Siolim,Rum Barrel Aged,Ratnagiri Estate,"Chikkamagaluru, Karnataka",1300,Single Estate,,,Natural + Aged,Medium,Jackfruit • Milk Chocolate • Molasses,Rum Barrel Aged,₹600.00,LINK,No
Siolim,Raxidi Lobo's P1 Natural,Raxidi Lobo Estate,"Hassan, Karnataka",1280,Single Estate,SLN - 5B,Anaerobic Inoculation,Natural,Light Medium,Chocolate • Cloves • Dark Cherry,"The finest coffee cherries were selectively picked, then thoroughly washed and placed in a stainless steel container. A P1 strain, a mix of yeast and bacteria, was then introduced to ferment the cherries in an anaerobic environment for 18 hours. Once fermentation was complete, the cherries were transferred to raised beds for slow drying over 21 days.",₹392.00,LINK,No
Siolim,Raxidi Lobo's W1 Natural,Raxidi Lobo Estate,"Hassan, Karnataka",1280,Single Estate,SLN - 5B,Anaerobic Inoculation,Natural,Light Medium,Black Tea • Goose Berry • Pear,"The finest coffee cherries were selectively picked, thoroughly washed, and placed in a stainless steel container. A W1 strain, a mix of yeast and bacteria, was then introduced to ferment the cherries in an anaerobic environment for 20 hours. Once fermentation was complete, the cherries were transferred to raised beds for slow drying over 21 days.",₹392.00,LINK,No
Siolim,Morjim Blend,Ratnagiri Estate,"Chikkamagaluru, Karnataka",1300,Single Estate,,,Natural + Washed,Medium,Almond • Cherry Fruit • Dark Chocolate,,₹316.00,LINK,No
Siolim,Ratnagiri Estate Estate Washed,Ratnagiri Estate,"Chikkamagaluru, Karnataka",1300,Single Estate,Cauvery,,Washed,Medium,Cherry Fruit • Milk Chocolate • Raisin,,₹316.00,LINK,Yes
Siolim,Anjuna Blend,,,1350,Blend,,,Honey + Natural + Washed,Medium Dark,Dark Chocolate • Pear • Raisins,,₹316.00,LINK,Yes
Siolim,Aarambol Blend,,,1350,,,,Natural + Washed,Medium Dark,Berries • Brown Sugar • Cocoa,,₹316.00,LINK,No
Siolim,Candolim Blend,,,1350,Blend,,,Washed,Medium Dark,Maple • Nut • Sweet Spice,,₹316.00,LINK,No
Sip Magic,Mysore Nuggets Bold,,"Chikkamagaluru, Karnataka",,,Arabica,,,Medium Dark,Citrus • Chocolate,,₹160.00,LINK,Yes
Sip Magic,Monsoon Melody,,"Chikkamagaluru, Karnataka",,,,,Monsooned,Medium,Biscoff • Caramel • Toffee • White Chocolate,,₹148.00,LINK,Yes
Sip Magic,Sunshine Sweetness,,"Chikkamagaluru, Karnataka",,,Arabica,,,Medium Dark,Prune • Raisin • Toasted Sweet Pecans,,₹148.00,LINK,Yes
Sip Magic,Rockstar Roast,,"Chikkamagaluru, Karnataka",,Blend,80% Arabica + 20% Robusta,,,Medium Dark,Chocolate • Fruit,,₹140.00,LINK,Yes
Sip Magic,Arabian Sunset,,"Chikkamagaluru, Karnataka",,Blend,70% Arabica + 30% Robusta,,,Medium Dark,Prunes • Raisins • Roasted Almonds,,₹132.00,LINK,Yes
Sip Magic,Mountain Crest,,"Chikkamagaluru, Kodagu, Karnataka",,Blend,80% Arabica + 20% Robusta,,,Medium Dark,,,₹132.00,LINK,Yes
Sip Magic,Brekkie Roast,,"Chikkamagaluru, Karnataka",,Blend,60% Arabica + 40% Robusta,,,Medium Dark,Cocoa • Nut • Oak,,₹128.00,LINK,Yes
Sip Magic,Robusta Kaapi Royale,,"Chikkamagaluru, Kodagu, Karnataka",,Blend,Robusta,,,Medium,,,₹120.00,LINK,Yes
Sip Magic,Forest Flush,,"Chikkamagaluru, Kodagu, Karnataka",,Blend,20% Arabica + 80% Robusta,,,Medium Dark,Almonds • Fruit Bitters • Almonds,,₹120.00,LINK,Yes
Sip Magic,Crema Instensa,,"Chikkamagaluru, Kodagu, Karnataka",,Blend,50% Arabica + 50% Robusta,,,Medium Dark,Dark Cocoa • Dried Fruits • Peaty Oak,,₹120.00,LINK,Yes
Subko,Agave Barrel Aged Washed,Gandha,"Alluri Sitharama Raju, Andhra Pradesh",1200,Microlot,SLN - 9,,Washed + Aged,Medium,Jaggery • Melon • Peach Sorbet,"After fermentation the cheeries were pulped by handwashing, post processing the beans were aged in Pistola agave barrels for 77 days",₹520.00,LINK,No
Subko,Project 360,Badra Estate,"Chikkamagaluru, Karnataka",795-1050,Blend,SLN - 795,,Honey,Light,Blackberry • Nutmeg • Blackberry,"Blend of beans from different altitudes within Badra estates, fermented for 60 hours, black honey drying is done",₹398.00,LINK,No
Subko,Project Pearl,Ratnagiri Estate,"Chikkamagaluru, Karnataka",1356,Blend - Microlot,"Catuai, Hemavathi",Carbonic,Natural,Light,Dragon Fruit • Marigold • Peach Tea,"Catuai - Carbonic fermentation for 72 hours, 29 days drying, 
 Hemavathi - Carbonic fermentation for 60 hours, 28 days drying,",₹398.00,Link,Yes
Subko,Project Salawara Bros,Salawara Estate,"Hassan, Karnataka",1130,Microlot,Robusta CxR,Anaerobic,Natural,Medium Dark,Dark Cocoa • Dried Apricot • Caramel,Carbonic fermentation for 96 hours,₹398.00,LINK,No
Subko,VLGE,Paderu,"Alluri Sitharama Raju, Andhra Pradesh",935,Microlot,SLN - 9,,Washed,Medium,Brown Sugar • Honey • Walnuts,Subko has created a village cooperative to farm this coffee,₹358.00,Link,Yes
The Caffeine Baar,Whiskey Barrel Aged,Baarbara Estate,"Chikkamagaluru, Karnataka",1400,Single Estate,SLN - 795,,Washed,,Cacao Nibs • Oak • Pecan,Washed green beans are aged for 120 days in authentic whiskey barrels,₹360.00,LINK,Yes
The Caffeine Baar,Frozen Cherry,Baarbara Estate,"Chikkamagaluru, Karnataka",1400,Single Estate,SLN - 795,Frozen,Natural,,Mango • Mixed Berries,Whole cherries are fermented and put in a freezer in bags so the sugars accumulate. Further removed and slow dried on raised beds.,₹320.00,LINK,Yes
The Caffeine Baar,Intenso Fermentation,Baarbara Estate,"Chikkamagaluru, Karnataka",1400,Nanolot,SLN - 795,Anaerobic Inoculation,,,Candied Fruit • Cherry • Pomogranate • Prune,,₹320.00,LINK,Yes
The Caffeine Baar,Pineapple Fermentation,Baarbara Estate,"Chikkamagaluru, Karnataka",1400,Single Estate,SLN - 795,Cofermentation,Washed,,Caramel • Toasted Nuts,Pulped coffee is fermented with fresh pineapple,₹300.00,LINK,Yes
The Caffeine Baar,Honey Sun Dried,Baarbara Estate,"Chikkamagaluru, Karnataka",1400,Single Estate,SLN - 795,,Honey,,Cherry • Orange Rind,,₹280.00,LINK,Yes
The Caffeine Baar,Naturals,Baarbara Estate,"Chikkamagaluru, Karnataka",1400,Single Estate,SLN - 795,,Natural,,Coconut Chips • Mango,,₹280.00,LINK,Yes
The Caffeine Baar,72 Hour Fermented Washed,Baarbara Estate,"Chikkamagaluru, Karnataka",1400,Single Estate,SLN - 795,,Washed,,Cacao Nibs • Roasted Nuts,Wet-processed coffee is fermented in stainless steel tanks for 72 hours,₹260.00,LINK,Yes
The Caffeine Baar,Mix Fruit Fermentation,Baarbara Estate,"Chikkamagaluru, Karnataka",1400,Nanolot,SLN - 795,Cofermentation,Washed,,Honey • Pineapple • Sweet Lime • Tangerine,"Cherries are washed in natural spring water and fermented alongside pineapple, papaya, and watermelon in stainless steel tanks. The process is closely monitored for pH and temperature to ensure consistency, with a 1:2 coffee-to-fruit ratio enhancing complexity",,LINK,Yes
Tulum,Pulneys,Laks Farms,"Dindigul, Tamilnadu",1500,Single Estate,Arabica,,Honey,Dark,Brown Sugar • Cacao Nibs • Dark Chocolate,,₹274.00,LINK,Yes
Tulum,The Saigon Blend,,,,Blend,Arabica,,,Dark,Cacao • Caramel • Toasted Nuts,"Inspired by the rich culture, traditions, and flavours of Vietnam, The Saigon Blend is a tribute to the vibrant coffee heritage of this Southeast Asian gem. Crafted from premium Indian Arabica beans, this dark roast is meticulously balanced to offer a harmonious experience of bitterness, sweetness, and acidity.",₹274.00,LINK,Yes
Tulum,The Sol Blend,,"Chikkamagaluru, Karnataka",,Blend,Arabica,,Honey + Washed + Burundi Washed,Light Medium,Citrus • Coconut Water,,₹274.00,LINK,Yes
Tulum,The Lumen Blend,,,,Blend,Arabica,,,Light Medium,Berries • Fruity • Orange,,₹274.00,LINK,Yes
Tulum,Thogarihunkal Washed,Thogarihunkal,"Chikkamagaluru, Karnataka",1150,Single Estate,Chandragiri SLN - 13,,Washed,Medium,Chocolate • Jaggery • Peanut Chikki,,₹274.00,LINK,Yes
Tulum,The Swell Blend,,"Chikkamagaluru, Karnataka",,Blend,Arabica,,,Medium,Chocolate • Fruity • Nutty,,₹274.00,LINK,Yes
Tulum,Baarbara HSD - Hazelnutty,Baarbara Estate,"Chikkamagaluru, Karnataka",1400,Single Estate,Arabica,,Honey,Medium Dark,Cocoa • Grape • Hazelnut • Orange,,₹274.00,LINK,Yes
